Order Date,year,month,day_of_week,is_weekend,Quarter,ShippingDuration,Ship Mode,Segment,State,Region,Num Products,Sales,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_30
2015-11-18,2015,11,2,0,4,5.0,Second Class,Consumer,Ohio,East,2,21.396,181.78799999999998,479.9,545.928,438.3142857142854,739.1990833333332,1234.9487518954409
2015-11-18,2015,11,2,0,4,4.0,Standard Class,Consumer,Pennsylvania,East,5,730.009,21.396,21.98,1167.296,372.813714285714,721.7146833333333,1241.475354261521
2015-11-18,2015,11,2,0,4,2.0,Second Class,Corporate,Minnesota,Central,1,67.15,730.009,392.94,2158.694,473.960714285714,707.1384499999999,1238.6271974066099
2015-11-19,2015,11,3,0,4,5.0,Standard Class,Consumer,Minnesota,Central,2,503.13,67.15,14.48,20.736,427.4192857142854,637.4203166666666,1212.6982717156027
2015-11-19,2015,11,3,0,4,3.0,Second Class,Home Office,Pennsylvania,East,1,5.88,503.13,867.74,32.4,497.2264285714283,653.5001166666665,1207.4260653045055
2015-11-19,2015,11,3,0,4,5.0,Second Class,Home Office,Utah,West,1,166.44,5.88,1109.372,80.624,374.1035714285712,652.6161166666665,1207.9060880519057
2015-11-19,2015,11,3,0,4,5.0,Second Class,Home Office,Louisiana,South,3,682.91,166.44,181.78799999999998,876.7299999999999,239.39899999999972,655.4766499999998,1206.6057145962377
2015-11-19,2015,11,3,0,4,6.0,Standard Class,Corporate,Delaware,East,4,1271.42,682.91,21.396,24.240000000000002,310.98785714285685,649.0159833333331,1205.8988706638952
2015-11-19,2015,11,3,0,4,2.0,First Class,Consumer,Pennsylvania,East,1,47.496,1271.42,730.009,10.95,489.562714285714,690.5886499999999,1205.1150128827255
2015-11-19,2015,11,3,0,4,4.0,Standard Class,Consumer,New York,East,1,4548.81,47.496,67.15,362.176,392.06085714285695,691.8068499999998,1204.422576998931
2015-11-20,2015,11,4,0,4,5.0,Standard Class,Corporate,New York,East,4,907.5600000000001,4548.81,503.13,803.0400000000001,1032.298,831.3613166666667,1392.7389524738073
2015-11-21,2015,11,5,1,4,5.0,Standard Class,Corporate,Kentucky,South,4,865.5,907.5600000000001,5.88,604.656,1090.073714285714,834.8453166666666,1392.7963919950853
2015-11-21,2015,11,5,1,4,5.0,Standard Class,Corporate,California,West,1,12.96,865.5,166.44,5.22,1212.8765714285712,843.5401166666667,1392.12386115075
2015-11-21,2015,11,5,1,4,6.0,Standard Class,Corporate,Texas,Central,2,269.592,12.96,682.91,730.8525,1190.9508571428566,843.7981166666666,1391.963847306572
2015-11-21,2015,11,5,1,4,5.0,Standard Class,Home Office,California,West,2,101.57,269.592,1271.42,37.296,1131.9054285714283,828.4227666666666,1395.7966594881664
2015-11-22,2015,11,6,1,4,6.0,Standard Class,Home Office,Illinois,Central,1,9.98,101.57,47.496,308.6,964.7839999999997,830.5652333333333,1394.5892585655192
2015-11-22,2015,11,6,1,4,3.0,First Class,Consumer,Texas,Central,1,6.928,9.98,4548.81,273.96,959.4245714285713,820.6112333333333,1399.5003635529386
2015-11-22,2015,11,6,1,4,3.0,First Class,Corporate,Georgia,South,1,9.96,6.928,907.5600000000001,7.08,310.5842857142855,811.7101666666665,1403.9391960950472
2015-11-22,2015,11,6,1,4,4.0,Standard Class,Consumer,California,West,1,53.82,9.96,865.5,670.3779999999999,182.35571428571401,811.8061666666666,1403.8823763454639
2015-11-22,2015,11,6,1,4,5.0,Standard Class,Corporate,Georgia,South,4,1022.61,53.82,12.96,1075.3700000000001,66.4014285714283,791.2542333333332,1410.5214946033918
2015-11-23,2015,11,0,0,4,6.0,Standard Class,Home Office,Texas,Central,1,23.68,1022.61,269.592,6160.616,210.6371428571426,789.4955666666666,1410.1878897808863
2015-11-23,2015,11,0,0,4,3.0,Second Class,Corporate,Texas,Central,1,155.372,23.68,101.57,34.44,175.50685714285686,584.9310333333332,985.2779403749744
2015-11-23,2015,11,0,0,4,2.0,First Class,Consumer,California,West,4,1037.19,155.372,9.98,3116.49,183.19285714285687,588.9621,983.1932330909765
2015-11-23,2015,11,0,0,4,4.0,Standard Class,Consumer,Michigan,Central,1,14.67,1037.19,6.928,479.9,329.9371428571426,519.6520999999999,865.0651511509913
2015-11-23,2015,11,0,0,4,4.0,Standard Class,Corporate,Texas,Central,3,46.088,14.67,9.96,21.98,331.04314285714264,504.1444333333332,869.9584971559909
2015-11-23,2015,11,0,0,4,5.0,Standard Class,Corporate,Pennsylvania,East,1,62.808,46.088,53.82,392.94,336.20428571428545,504.9480333333332,869.5087713186305
2015-11-23,2015,11,0,0,4,5.0,Standard Class,Consumer,Arizona,West,1,23.472,62.808,1022.61,14.48,337.4882857142854,493.94363333333325,873.0570290565215
2015-11-24,2015,11,1,0,4,2.0,Second Class,Consumer,California,West,1,120.712,23.472,23.68,867.74,194.75428571428546,494.2433666666666,872.8882732638533
2015-11-24,2015,11,1,0,4,2.0,First Class,Consumer,Ohio,East,1,2.624,120.712,155.372,1109.372,208.61599999999973,469.34243333333325,872.5212860320448
2015-11-24,2015,11,1,0,4,5.0,Standard Class,Home Office,Virginia,South,1,111.15,2.624,1037.19,181.78799999999998,186.7948571428569,432.4508333333332,867.9120205706572
2015-11-24,2015,11,1,0,4,0.0,Same Day,Corporate,Ohio,East,2,1661.028,111.15,14.67,21.396,54.50342857142831,430.0962333333333,868.7109561225122
2015-11-24,2015,11,1,0,4,5.0,Standard Class,Consumer,Ohio,East,2,1537.5439999999999,1661.028,46.088,730.009,289.6974285714283,484.7506333333332,893.3402460971965
2015-11-24,2015,11,1,0,4,6.0,Standard Class,Corporate,Washington,West,4,721.476,1537.5439999999999,62.808,67.15,502.7625714285711,511.6684666666666,912.9363798801115
2015-11-24,2015,11,1,0,4,5.0,Standard Class,Corporate,Michigan,Central,4,508.62,721.476,23.472,503.13,596.8579999999998,533.4793333333332,909.7609252879477
2015-11-24,2015,11,1,0,4,5.0,Second Class,Consumer,Missouri,Central,1,111.79,508.62,120.712,5.88,666.1648571428569,533.6623333333332,909.7551620987185
2015-11-24,2015,11,1,0,4,2.0,First Class,Consumer,California,West,1,151.72,111.79,2.624,166.44,664.8902857142855,537.1926666666666,907.8399405227603
2015-11-24,2015,11,1,0,4,4.0,Standard Class,Consumer,Illinois,Central,1,646.2,151.72,111.15,682.91,686.189714285714,536.7019999999999,908.0511869389536
2015-11-25,2015,11,2,0,4,4.0,Standard Class,Consumer,California,West,3,1272.704,646.2,1661.028,1271.42,762.6254285714284,535.4783333333332,907.8720838211831
2015-11-25,2015,11,2,0,4,5.0,Standard Class,Corporate,Texas,Central,6,1273.6229999999998,1272.704,1537.5439999999999,47.496,707.1505714285712,535.5211333333332,907.9080043927719
2015-11-25,2015,11,2,0,4,5.0,Standard Class,Consumer,Oregon,West,1,51.016,1273.6229999999998,721.476,4548.81,669.4475714285711,576.3920333333333,912.766244759171
2015-11-25,2015,11,2,0,4,4.0,Second Class,Home Office,New York,East,2,1393.872,51.016,508.62,907.5600000000001,573.6675714285711,426.4655666666666,524.657570489007
2015-11-25,2015,11,2,0,4,2.0,Second Class,Corporate,California,West,3,371.52,1393.872,111.79,865.5,700.1321428571426,442.67596666666657,547.0687236440697
2015-11-25,2015,11,2,0,4,2.0,Second Class,Consumer,Rhode Island,East,1,52.96,371.52,151.72,12.96,737.2364285714284,426.20996666666656,541.3071853057378
2015-11-26,2015,11,3,0,4,0.0,Same Day,Consumer,New York,East,5,414.63,52.96,646.2,269.592,723.1278571428568,427.5432999999999,540.3025099783525
2015-11-28,2015,11,5,1,4,2.0,Second Class,Consumer,New York,East,1,17.248,414.63,1272.704,101.57,690.0464285714282,432.3778999999999,539.4887172706856
2015-11-28,2015,11,5,1,4,0.0,Same Day,Home Office,California,West,3,460.092,17.248,1273.6229999999998,9.98,510.6955714285712,429.56716666666654,541.4876114201725
2015-12-11,2015,12,4,0,4,0.0,Same Day,Consumer,Texas,Central,1,49.632,460.092,51.016,6.928,394.47685714285683,444.5708999999999,535.6652705756203
2015-12-12,2015,12,5,1,4,3.0,Second Class,Consumer,California,West,3,30.72,49.632,1393.872,9.96,394.27914285714263,445.99436666666656,534.5176949432847
2015-12-12,2015,12,5,1,4,5.0,Standard Class,Consumer,California,West,1,43.31,30.72,371.52,53.82,199.54314285714258,446.6863666666666,533.9468617753627
2015-12-12,2015,12,5,1,4,2.0,Second Class,Consumer,California,West,3,4630.5105,43.31,52.96,1022.61,152.65599999999972,446.3360333333332,534.2168975082541
2015-12-12,2015,12,5,1,4,0.0,Same Day,Corporate,Texas,Central,1,210.392,4630.5105,414.63,23.68,806.5917857142855,566.5993833333333,928.8028853679654
2015-12-12,2015,12,5,1,4,5.0,Standard Class,Consumer,Florida,South,1,23.472,210.392,17.248,155.372,777.4149285714283,572.8231166666666,925.6596789096034
2015-12-13,2015,12,6,1,4,4.0,Standard Class,Corporate,Illinois,Central,1,94.428,23.472,460.092,1037.19,778.3040714285711,568.4264499999998,928.0210812085148
2015-12-13,2015,12,6,1,4,2.0,Second Class,Corporate,Kentucky,South,1,12.39,94.428,49.632,14.67,726.0663571428569,537.00105,927.5622347313415
2015-12-13,2015,12,6,1,4,2.0,Second Class,Consumer,California,West,1,90.24,12.39,30.72,46.088,720.7460714285711,536.9250499999999,927.6066001460742
2015-12-13,2015,12,6,1,4,4.0,Standard Class,Corporate,Arizona,West,2,93.17399999999999,90.24,43.31,62.808,729.2489285714282,538.3967833333332,926.8356934823225
2015-12-13,2015,12,6,1,4,2.0,Second Class,Consumer,Texas,Central,1,2.92,93.17399999999999,4630.5105,23.472,736.3723571428569,539.4089833333333,926.314826540134
2015-12-14,2015,12,0,0,4,7.0,Standard Class,Consumer,Ohio,East,3,403.114,2.92,210.392,120.712,75.28799999999974,538.7239166666666,926.7170634901627
2015-12-14,2015,12,0,0,4,6.0,Standard Class,Consumer,Florida,South,1,186.304,403.114,23.472,2.624,102.81971428571401,548.1373166666666,923.754122405757
2015-12-14,2015,12,0,0,4,2.0,First Class,Corporate,Illinois,Central,1,9.264,186.304,94.428,111.15,126.0814285714283,554.2599833333333,920.6171588174308
2015-12-14,2015,12,0,0,4,5.0,Standard Class,Consumer,Illinois,Central,3,43.016,9.264,12.39,1661.028,113.91514285714258,550.8637833333331,922.4941973362008
2015-12-14,2015,12,0,0,4,7.0,Standard Class,Consumer,New York,East,1,6999.96,43.016,90.24,1537.5439999999999,118.29028571428545,496.9300499999999,902.4306284310095
2015-12-15,2015,12,1,0,4,3.0,First Class,Consumer,Texas,Central,2,803.9599999999999,6999.96,93.17399999999999,721.476,1105.3931428571427,679.0105833333332,1483.576429627883
2015-12-15,2015,12,1,0,4,6.0,Standard Class,Corporate,Illinois,Central,1,8.544,803.9599999999999,2.92,508.62,1206.9339999999995,681.76005,1483.73426740611
2015-12-15,2015,12,1,0,4,4.0,Second Class,Consumer,California,West,1,6.16,8.544,403.114,111.79,1207.7374285714284,665.0908499999999,1488.5477812884426
2015-12-15,2015,12,1,0,4,2.0,Second Class,Corporate,Pennsylvania,East,1,445.802,6.16,186.304,151.72,1151.029714285714,661.5698499999999,1490.0258795417942
2015-12-16,2015,12,2,0,4,4.0,Second Class,Corporate,Florida,South,2,1015.816,445.802,9.264,646.2,1188.100857142857,671.3725833333332,1487.5212269427084
2015-12-16,2015,12,2,0,4,2.0,Second Class,Consumer,Virginia,South,2,129.44,1015.816,43.016,1272.704,1331.8939999999996,683.6931166666666,1488.8356519804545
2015-12-16,2015,12,2,0,4,5.0,Standard Class,Corporate,California,West,1,1403.92,129.44,6999.96,1273.6229999999998,1344.2402857142854,645.5843166666666,1487.8706218916636
2015-12-16,2015,12,2,0,4,5.0,Standard Class,Corporate,Florida,South,1,1.167,1403.92,803.9599999999999,51.016,544.8059999999996,649.92755,1489.9558561817703
2015-12-16,2015,12,2,0,4,1.0,First Class,Home Office,California,West,4,1308.196,1.167,8.544,1393.872,430.12128571428536,648.2659166666666,1490.6744310649444
2015-12-16,2015,12,2,0,4,5.0,Standard Class,Consumer,Texas,Central,2,92.856,1308.196,6.16,371.52,615.7858571428568,645.4100499999998,1489.2781418230456
2015-12-16,2015,12,2,0,4,4.0,Standard Class,Corporate,Michigan,Central,1,114.2,92.856,445.802,52.96,628.1709999999996,636.1212499999999,1491.912032769664
2015-12-17,2015,12,3,0,4,2.0,Second Class,Consumer,Georgia,South,1,40.05,114.2,1015.816,414.63,580.7992857142852,638.1625833333331,1491.1282887130744
2015-12-17,2015,12,3,0,4,7.0,Standard Class,Consumer,Ohio,East,1,5.484,40.05,129.44,17.248,441.4041428571424,625.6765833333333,1494.6287564574998
2015-12-19,2015,12,5,1,4,2.0,First Class,Corporate,California,West,4,832.1379999999999,5.484,1403.92,460.092,423.6961428571425,625.2844499999998,1494.7954231566182
2015-12-19,2015,12,5,1,4,2.0,Second Class,Consumer,Alabama,South,3,1979.8899999999999,832.1379999999999,1.167,49.632,342.0129999999996,637.6859833333332,1494.9209788866744
2015-12-19,2015,12,5,1,4,6.0,Standard Class,Consumer,Florida,South,2,252.61200000000002,1979.8899999999999,1308.196,30.72,624.6877142857138,702.0279166666664,1510.1995856204717
2015-12-19,2015,12,5,1,4,6.0,Standard Class,Consumer,Illinois,Central,3,372.12,252.61200000000002,92.856,43.31,473.8899999999996,709.4243166666664,1507.3390576754591
2015-12-20,2015,12,6,1,4,5.0,Standard Class,Consumer,Tennessee,South,3,732.3119999999999,372.12,114.2,4630.5105,513.7848571428567,720.38465,1503.519114025889
2015-12-20,2015,12,6,1,4,1.0,First Class,Home Office,Virginia,South,4,2884.37,732.3119999999999,40.05,210.392,602.086571428571,590.4446999999999,1309.9229832803194
2015-12-20,2015,12,6,1,4,3.0,Second Class,Corporate,New York,East,1,192.186,2884.37,5.484,23.472,1008.4179999999996,679.5772999999998,1372.6435991379146
2015-12-20,2015,12,6,1,4,5.0,Standard Class,Consumer,Washington,West,1,31.05,192.186,832.1379999999999,94.428,1035.0897142857139,685.2010999999999,1370.2062562861909
2015-12-20,2015,12,6,1,4,3.0,Second Class,Consumer,California,West,4,694.534,31.05,1979.8899999999999,12.39,920.648571428571,683.0884999999998,1371.1970264095019
2015-12-20,2015,12,6,1,4,3.0,First Class,Consumer,Indiana,Central,2,1107.66,694.534,252.61200000000002,90.24,737.0262857142853,705.8266333333332,1365.334885181793
2015-12-20,2015,12,6,1,4,2.0,First Class,Consumer,Arizona,West,5,596.664,1107.66,372.12,93.17399999999999,859.1759999999996,739.7406333333331,1362.1491573813257
2015-12-20,2015,12,6,1,4,7.0,Standard Class,Consumer,Ohio,East,1,190.848,596.664,732.3119999999999,2.92,891.2537142857138,756.5236333333331,1357.0001387528328
2015-12-20,2015,12,6,1,4,0.0,Same Day,Consumer,Colorado,West,1,447.944,190.848,2884.37,403.114,813.9017142857139,762.7878999999999,1353.8314107790623
2015-12-20,2015,12,6,1,4,5.0,Standard Class,Consumer,Texas,Central,2,84.872,447.944,192.186,186.304,465.84085714285675,764.2822333333332,1353.445406101386
2015-12-21,2015,12,0,0,4,6.0,Standard Class,Consumer,California,West,2,1897.92,84.872,31.05,9.264,450.5102857142853,760.9011666666665,1355.064778069964
2015-12-21,2015,12,0,0,4,7.0,Standard Class,Home Office,Tennessee,South,1,18.24,1897.92,694.534,43.016,717.2059999999996,823.8563666666665,1362.7908574209919
2015-12-21,2015,12,0,0,4,4.0,Standard Class,Consumer,Delaware,East,1,17.28,18.24,1107.66,6999.96,620.5925714285711,823.0305,1363.2877893532384
2015-12-22,2015,12,1,0,4,7.0,Standard Class,Consumer,Illinois,Central,3,274.096,17.28,596.664,803.9599999999999,464.8239999999996,590.2744999999998,713.6011021231425
2015-12-22,2015,12,1,0,4,4.0,Standard Class,Consumer,California,West,1,11.76,274.096,190.848,8.544,418.74285714285674,572.6123666666665,714.6862894600971
2015-12-22,2015,12,1,0,4,4.0,Standard Class,Home Office,New York,East,1,216.4,11.76,447.944,6.16,393.1588571428568,572.7195666666665,714.5989998760436
2015-12-22,2015,12,1,0,4,4.0,Standard Class,Home Office,New York,East,1,296.712,216.4,84.872,445.802,360.0811428571425,579.7275666666666,709.8664448739007
2015-12-23,2015,12,2,0,4,4.0,Second Class,Consumer,Florida,South,5,619.848,296.712,1897.92,1015.816,390.3439999999996,574.7579,711.3566820336733
2015-12-23,2015,12,2,0,4,5.0,Standard Class,Corporate,Texas,Central,1,5.184,619.848,18.24,129.44,207.7622857142853,561.5589666666666,706.5480938178872
2015-12-23,2015,12,2,0,4,5.0,Standard Class,Consumer,Indiana,Central,1,207.24,5.184,17.28,1403.92,205.89714285714246,557.4170999999999,709.5264984444092
2015-12-23,2015,12,2,0,4,4.0,Standard Class,Corporate,New York,East,2,109.83600000000001,207.24,274.096,1.167,233.03428571428532,517.5277666666665,693.7586229868924
2015-12-24,2015,12,3,0,4,2.0,First Class,Consumer,California,West,1,13.97,109.83600000000001,11.76,1308.196,209.56857142857103,521.1500666666666,691.2487522125773
2015-12-24,2015,12,3,0,4,2.0,First Class,Consumer,Florida,South,1,9.568,13.97,216.4,92.856,209.88428571428534,478.00919999999985,680.7419019025933
2015-12-24,2015,12,3,0,4,2.0,First Class,Consumer,Ohio,East,1,30.36,9.568,296.712,114.2,180.33685714285676,475.23293333333316,682.5343117271785
2015-12-24,2015,12,3,0,4,5.0,Standard Class,Home Office,California,West,6,1461.172,30.36,619.848,40.05,142.28657142857102,472.4382666666665,684.2330807974597
2015-12-24,2015,12,3,0,4,5.0,Standard Class,Corporate,California,West,2,435.132,1461.172,5.184,5.484,262.4757142857139,519.8089999999999,702.2227652212415
2015-12-26,2015,12,5,1,4,2.0,Second Class,Home Office,Texas,Central,1,600.558,435.132,207.24,832.1379999999999,323.89685714285673,534.1305999999998,695.7227521957302
2015-12-26,2015,12,5,1,4,4.0,Standard Class,Consumer,California,West,2,15.39,600.558,109.83600000000001,1979.8899999999999,380.0851428571424,526.4112666666665,693.5836681141054
2015-12-26,2015,12,5,1,4,5.0,Standard Class,Consumer,Pennsylvania,East,4,361.608,15.39,13.97,252.61200000000002,366.59285714285676,460.9279333333332,642.4787970193607
2015-12-26,2015,12,5,1,4,4.0,Standard Class,Corporate,Pennsylvania,East,1,8.016,361.608,9.568,372.12,416.2554285714281,464.56113333333326,641.5676933879124
2015-12-26,2015,12,5,1,4,6.0,Standard Class,Consumer,New York,East,1,191.88,8.016,30.36,732.3119999999999,416.03371428571387,452.4243333333332,646.7993636836245
2015-12-26,2015,12,5,1,4,5.0,Standard Class,Consumer,Illinois,Central,1,8.69,191.88,1461.172,2884.37,439.1079999999996,434.40993333333324,646.2609640087462
2015-12-26,2015,12,5,1,4,2.0,First Class,Corporate,Colorado,West,5,855.272,8.69,435.132,192.186,231.61057142857103,338.5539333333332,455.43559012186546
2015-12-27,2015,12,6,1,4,4.0,Standard Class,Consumer,Illinois,Central,2,62.967999999999996,855.272,600.558,31.05,291.630571428571,360.65679999999986,464.0951007180658
2015-12-27,2015,12,6,1,4,4.0,Standard Class,Home Office,New York,East,1,767.214,62.967999999999996,15.39,694.534,214.8319999999996,361.7207333333332,463.34941135991846
2015-12-27,2015,12,6,1,4,3.0,First Class,Consumer,Texas,Central,1,4.984,767.214,361.608,1107.66,322.23542857142814,364.1433999999999,465.3353137569553
2015-12-27,2015,12,6,1,4,65.0,Standard Class,Corporate,Alabama,South,2,521.92,4.984,8.016,596.664,271.2891428571424,327.38753333333324,447.80000156895414
2015-12-27,2015,12,6,1,4,4.0,Standard Class,Home Office,California,West,4,107.346,521.92,191.88,190.848,344.7039999999996,324.8960666666665,446.45605427834636
2015-12-27,2015,12,6,1,4,5.0,Second Class,Consumer,Ohio,East,2,300.512,107.346,8.69,447.944,332.62771428571386,322.1126666666666,447.5794659366013
2015-12-27,2015,12,6,1,4,4.0,Standard Class,Consumer,Arizona,West,1,946.764,300.512,855.272,84.872,374.316571428571,317.19826666666654,446.9591702422626
2015-12-27,2015,12,6,1,4,3.0,Second Class,Home Office,California,West,1,11.56,946.764,62.967999999999996,1897.92,387.3868571428567,345.9279999999999,459.04766814036293
2015-12-27,2015,12,6,1,4,36.0,Standard Class,Consumer,California,West,2,243.12,11.56,767.214,18.24,380.0428571428568,283.0493333333332,356.9762416915602
2015-12-28,2015,12,0,0,4,2.0,First Class,Corporate,Pennsylvania,East,1,99.136,243.12,4.984,17.28,305.1722857142853,290.5453333333332,353.56869034590835
2015-12-28,2015,12,0,0,4,4.0,Standard Class,Corporate,Massachusetts,East,3,2583.19,99.136,521.92,274.096,318.622571428571,293.27386666666655,351.6980478339193
2015-12-29,2015,12,1,0,4,34.0,Standard Class,Home Office,Illinois,Central,1,8.736,2583.19,107.346,11.76,613.0897142857139,370.2436666666665,546.2307076187492
2015-12-29,2015,12,1,0,4,63.0,Standard Class,Consumer,California,West,2,408.76800000000003,8.736,300.512,216.4,599.0025714285711,370.1428666666665,546.2994171254791
2015-12-29,2015,12,1,0,4,124.0,Standard Class,Consumer,Illinois,Central,1,38.976,408.76800000000003,946.764,296.712,614.4677142857138,376.55513333333323,545.5610860060053
2015-12-29,2015,12,1,0,4,63.0,Second Class,Consumer,New Mexico,West,2,57.266,38.976,11.56,619.848,484.7837142857138,367.9639333333332,548.8810103498001
2015-12-29,2015,12,1,0,4,2.0,Second Class,Consumer,Ohio,East,1,48.36,57.266,243.12,5.184,491.3131428571424,349.21119999999985,549.5885048322546
2015-12-29,2015,12,1,0,4,34.0,Standard Class,Consumer,Minnesota,Central,2,144.35999999999999,48.36,99.136,207.24,463.4902857142853,350.6503999999999,548.7123738092863
2015-12-29,2015,12,1,0,4,34.0,Standard Class,Corporate,California,West,7,1365.6299999999999,144.35999999999999,2583.19,109.83600000000001,469.9508571428567,348.55439999999993,549.3987370469661
2015-12-30,2015,12,2,0,4,93.0,Standard Class,Corporate,Arizona,West,1,551.985,1365.6299999999999,8.736,13.97,296.01371428571383,390.4141999999999,577.6951591940475
2015-12-30,2015,12,2,0,4,62.0,Standard Class,Consumer,Pennsylvania,East,1,27.968,551.985,408.76800000000003,9.568,373.62071428571386,408.34803333333326,573.9447717059425
2015-12-30,2015,12,2,0,4,93.0,Standard Class,Corporate,Michigan,Central,1,9.84,27.968,38.976,30.36,319.2207142857138,408.96136666666655,573.5135989587826
2015-12-30,2015,12,2,0,4,2.0,First Class,Consumer,Tennessee,South,1,39.128,9.84,57.266,1461.172,315.0584285714281,408.2773666666665,573.9927439267733
2015-12-30,2015,12,2,0,4,62.0,Second Class,Corporate,Pennsylvania,East,2,775.7280000000001,39.128,48.36,435.132,312.4672857142852,360.8758999999999,541.8626752830029
2015-12-30,2015,12,2,0,4,93.0,Standard Class,Consumer,New York,East,2,158.388,775.7280000000001,144.35999999999999,600.558,416.3769999999995,372.2290999999999,547.0157612638415
2015-12-30,2015,12,2,0,4,2.0,Second Class,Corporate,Texas,Central,5,609.614,158.388,1365.6299999999999,15.39,418.3809999999996,357.49009999999987,546.6082829565566
2015-12-31,2015,12,3,0,4,92.0,Second Class,Corporate,New York,East,1,1573.488,609.614,551.985,361.608,310.3787142857139,377.2975666666665,544.5466873168026
2015-12-31,2015,12,3,0,4,183.0,Standard Class,Home Office,Rhode Island,East,5,2846.22,1573.488,27.968,8.016,456.3077142857138,417.6935666666666,586.6642119874674
2015-12-31,2015,12,3,0,4,61.0,First Class,Home Office,Massachusetts,East,2,177.17000000000002,2846.22,9.84,191.88,858.9151428571424,512.3003666666666,729.7251150323664
2015-12-31,2015,12,3,0,4,122.0,Standard Class,Corporate,Texas,Central,1,49.568,177.17000000000002,39.128,8.69,882.819428571428,511.8100333333332,729.9527500118263
2015-12-31,2015,12,3,0,4,92.0,Standard Class,Corporate,Missouri,Central,2,77.21000000000001,49.568,775.7280000000001,855.272,884.3108571428567,513.1726333333332,729.0187483829396
2015-12-31,2015,12,3,0,4,1.0,First Class,Corporate,New York,East,2,53.67,77.21000000000001,158.388,62.967999999999996,784.5225714285709,487.2372333333332,730.2676368412971
2015-12-31,2015,12,3,0,4,0.0,Same Day,Home Office,Nevada,West,1,475.944,53.67,609.614,767.214,769.5628571428567,486.92729999999995,730.4558591498103
2016-01-03,2016,1,6,1,0,121.0,Standard Class,Consumer,Pennsylvania,East,1,3.552,475.944,1573.488,4.984,750.4671428571424,477.21829999999983,728.535118815415
2016-01-03,2016,1,6,1,0,91.0,First Class,Corporate,Texas,Central,2,1283.3264,3.552,2846.22,521.92,526.1905714285709,477.17056666666656,728.5671725446011
2016-01-03,2016,1,6,1,0,60.0,Second Class,Corporate,California,West,2,200.73600000000002,1283.3264,177.17000000000002,107.346,302.9200571428567,502.55077999999986,743.2930846588353
2016-01-03,2016,1,6,1,0,31.0,Second Class,Consumer,Georgia,South,1,58.72,200.73600000000002,49.568,300.512,306.2866285714281,505.6637799999999,741.7748589925556
2016-01-03,2016,1,6,1,0,31.0,First Class,Corporate,Texas,Central,1,95.84,58.72,77.21000000000001,946.764,307.59405714285674,497.60404666666653,745.3855982475465
2016-01-05,2016,1,1,0,0,182.0,Standard Class,Corporate,California,West,1,88.752,95.84,53.67,11.56,310.25548571428527,469.23991333333316,743.892951510284
2016-01-05,2016,1,1,0,0,121.0,Standard Class,Corporate,Florida,South,3,277.632,88.752,475.944,243.12,315.2671999999996,471.81297999999987,742.3872607979073
2016-01-05,2016,1,1,0,0,152.0,Standard Class,Consumer,California,West,3,84.55600000000001,277.632,3.552,99.136,286.93691428571384,472.9633799999999,742.0473211080009
2016-01-06,2016,1,2,0,0,121.0,Standard Class,Consumer,Michigan,Central,4,774.47,84.55600000000001,1283.3264,2583.19,298.5089142857138,472.4773799999999,742.3053297124104
2016-01-06,2016,1,2,0,0,213.0,Standard Class,Home Office,California,West,1,11.76,774.47,200.73600000000002,8.736,225.81514285714243,412.1867133333332,629.9026119789149
2016-01-06,2016,1,2,0,0,121.0,Standard Class,Corporate,Texas,Central,2,47.968,11.76,58.72,408.76800000000003,198.81857142857098,412.28751333333315,629.8360620472514
2016-01-08,2016,1,4,0,0,182.0,Standard Class,Home Office,California,West,2,1011.696,47.968,95.84,38.976,197.28257142857098,400.2608466666665,633.3405573538284
2016-01-09,2016,1,5,1,0,213.0,Standard Class,Home Office,Massachusetts,East,4,1388.46,1011.696,88.752,57.266,328.1191428571424,432.6848466666666,639.0800046810092
2016-01-09,2016,1,5,1,0,91.0,Second Class,Consumer,California,West,3,979.104,1388.46,277.632,48.36,513.7917142857139,477.0579799999999,658.047579863225
2016-01-10,2016,1,6,1,0,91.0,Second Class,Home Office,Massachusetts,East,2,334.43,979.104,84.55600000000001,144.35999999999999,614.0019999999995,508.0827799999999,659.0788766892812
2016-01-10,2016,1,6,1,0,152.0,Standard Class,Corporate,Colorado,West,1,139.424,334.43,774.47,1365.6299999999999,649.6982857142854,514.4184466666665,656.3698708226783
2016-01-10,2016,1,6,1,0,91.0,First Class,Consumer,Oregon,West,1,572.8,139.424,11.76,551.985,558.9774285714282,473.5449133333332,639.4976791383774
2016-01-10,2016,1,6,1,0,121.0,Standard Class,Consumer,Illinois,Central,2,111.76,572.8,47.968,27.968,639.1259999999995,474.23874666666654,639.5970026985975
2016-01-11,2016,1,0,0,0,121.0,Standard Class,Consumer,New York,East,1,205.164,111.76,1011.696,9.84,648.2391428571425,477.03181333333316,637.761296708025
2016-01-11,2016,1,0,0,0,60.0,First Class,Home Office,Pennsylvania,East,2,38.528,205.164,1388.46,39.128,533.0202857142853,483.54261333333324,633.812135708347
2016-01-11,2016,1,0,0,0,152.0,Standard Class,Corporate,New York,East,1,4.95,38.528,979.104,775.7280000000001,340.1728571428567,483.52261333333325,633.8266521229467
2016-01-11,2016,1,0,0,0,213.0,Standard Class,Consumer,Arkansas,South,1,301.96,4.95,334.43,158.388,201.00799999999956,457.83001333333317,637.1865690808302
